baseline,batch_size,graph,algorithm,measurement_idx,insert_time,algorithm_time
run_ppcsr,100,cit-Patents,PageRank,2,2.2e-05,0.253529
run_ppcsr,100,cit-Patents,PageRank,3,1.5e-05,0.251916
run_ppcsr,100,cit-Patents,PageRank,4,1.7e-05,0.262887
run_ppcsr,100,cit-Patents,PageRank,5,1.8e-05,0.250928
run_ppcsr,100,cit-Patents,PageRank,6,1.8e-05,0.250524
run_ppcsr,100,cit-Patents,PageRank,7,1.7e-05,0.246254
run_ppcsr,100,cit-Patents,PageRank,8,1.8e-05,0.268487
run_ppcsr,100,cit-Patents,PageRank,9,1.8e-05,0.249331
run_ppcsr,100,cit-Patents,wBFS_unweighted,0,2.3e-05,5.511361
run_ppcsr,100,cit-Patents,wBFS_unweighted,1,1.9e-05,5.510036
run_ppcsr,100,cit-Patents,wBFS_unweighted,2,1.9e-05,5.521048
run_ppcsr,100,cit-Patents,wBFS_unweighted,3,0.000429,5.693375
